distanza,altezza,distanzaDx,distanzaSx,Sesso
0.33,1.44,0.18,0.22,1
0.39,1.54,0.29,0.29,1
1.46,1.57,0.64,0.67,1
0.66,1.58,0.45,0.51,1
0.86,1.6,0.42,0.07,1
0.96,1.6,0.17,0.06,1
0.42,1.59,0.58,0.23,1
1.09,1.59,0.09,0.68,1
0.45,1.58,0.18,0.65,1
0.25,1.58,0.12,0.18,1
0.2,1.58,0.09,0.07,1
0.61,1.58,0.47,0.29,1
1.33,1.58,0.47,0.43,1
0.57,1.57,0.41,0.39,1
0.33,1.57,0.37,0.36,1
0.32,1.58,0.73,0.74,1
0.39,1.57,0.07,0.12,1
0.29,1.57,0.12,0.11,1
0.38,1.57,0.75,0.74,1
0.39,1.57,0.11,0.11,1
0.36,1.57,0.8,0.8,1
0.21,1.58,0.31,0.3,1
0.89,1.59,0.75,0.77,1
1.05,1.59,0.22,0.26,1
0.6,1.58,0.56,0.52,1
0.43,1.57,0.18,0.22,1
0.61,1.58,0.1,0.68,1
0.29,1.58,0.12,0.4,1
0.52,1.57,0.29,0.05,1
0.58,1.57,0.26,0.04,1
0.48,1.58,0.49,0.05,1
0.33,1.58,0.35,0.18,1
0.34,1.58,0.02,0.08,1
0.29,1.58,0.04,0.02,1
0.42,1.59,0.25,0.24,1
1.49,1.59,0.57,0.56,1
0.66,1.58,0.46,0.48,1
0.3,1.57,0.31,0.28,1
0.26,1.56,0.17,0.17,1
0.33,1.57,0.7,0.76,1
0.3,1.58,0.3,0.36,1
0.3,1.57,0.12,0.13,1
0.25,1.56,0.27,0.25,1
0.34,1.57,0.74,0.73,1
0.36,1.58,0.07,0.02,1
0.27,1.59,0.48,0.47,1
0.27,1.58,0.18,0.14,1
0.35,1.58,0.16,0.16,1
1.31,1.59,0.7,0.71,1
0.74,1.58,0.59,0.53,1
0.32,1.58,0.22,0.23,1
0.31,1.57,0.42,0.47,1
0.46,1.57,0.1,0.12,1
0.73,1.56,0.3,0.3,1
0.5,1.57,0.74,0.74,1
0.38,1.57,0.83,0.9,1
0.31,1.58,0.05,0.05,1
0.29,1.59,0.14,0.13,1
0.32,1.59,0.27,0.32,1
0.3,1.56,0.24,0.24,1
0.26,1.56,0.66,0.69,1
0.34,1.57,0.33,0.28,1
0.37,1.57,0.22,0.27,1
0.43,1.56,0.13,0.09,1
0.52,1.56,0.09,0.1,1
0.2,1.56,0.23,0.11,1
0.12,1.56,0.1,0.04,1
0.11,1.56,0.02,0.03,1
0.1,1.56,0.09,0.1,1
0.12,1.55,0.09,0.07,1
0.11,1.56,0.08,0.1,1
0.11,1.54,0.05,0.07,1
0.11,1.54,0.01,0.02,1
