distanza,altezza,distanzaDx,distanzaSx,Sesso
0.37,1.72,0.13,0.31,0
0.36,1.53,0.47,0.44,0
0.23,1.54,0.2,0.24,0
1.38,1.7,0.81,0.7,0
0.8,1.74,0.3,0.29,0
0.5,1.74,0.19,0.16,0
0.44,1.74,0.07,0.08,0
0.39,1.7,0.1,0.14,0
0.24,1.55,0.7,0.57,0
1.38,1.68,0.89,0.82,0
0.53,1.67,0.5,0.47,0
0.37,1.55,0.84,0.75,0
0.38,1.64,0.64,0.65,0
0.45,1.7,0.12,0.44,0
0.98,1.63,0.08,0.69,0
0.94,1.61,0.41,0.69,0
0.91,1.64,0.5,0.3,0
0.33,1.7,0.6,0.67,0
1.54,1.72,0.66,0.61,0
0.74,1.72,0.54,0.56,0
0.72,1.68,0.51,0.53,0
1.04,1.51,0.71,0.62,0
0.66,1.58,0.26,0.33,0
0.61,1.63,0.07,0.07,0
0.76,1.44,0.26,0.25,0
0.61,1.56,1.11,1.09,0
0.44,1.68,0.1,0.11,0
0.36,1.66,0.18,0.26,0
0.56,1.62,0.98,0.93,0
0.53,1.67,0.38,0.22,0
0.89,1.68,0.82,0.1,0
0.77,1.71,0.3,0.3,0
0.66,1.68,0.3,0.4,0
0.44,1.72,0.12,0.39,0
0.57,1.72,0.18,0.29,0
1.55,1.73,0.58,0.55,0
0.66,1.72,0.54,0.52,0
0.62,1.69,0.58,0.45,0
1.02,1.68,0.69,0.43,0
0.87,1.69,0.16,0.52,0
0.49,1.71,0.7,0.66,0
0.33,1.71,0.14,0.12,0
0.35,1.62,0.77,0.7,0
0.37,1.67,0.38,0.33,0
0.35,1.63,0.26,0.24,0
0.32,1.56,0.26,0.22,0
0.4,1.6,1.03,0.96,0
0.34,1.67,0.05,0.06,0
0.34,1.64,0.24,0.24,0
0.25,1.58,0.91,0.88,0
0.28,1.59,0.05,0.07,0
0.35,1.62,0.96,0.89,0
0.29,1.71,0.17,0.18,0
1.2,1.73,0.53,0.44,0
1.35,1.74,0.62,0.55,0
0.79,1.75,0.48,0.47,0
1.4,1.75,0.11,0.77,0
0.67,1.74,0.2,0.79,0
0.93,1.76,0.71,0.36,0
0.8,1.75,0.3,0.12,0
0.23,1.74,0.53,0.14,0
0.17,1.73,0.17,0.09,0
0.27,1.73,0.13,0.2,0
1.31,1.74,0.55,0.56,0
1.32,1.73,0.49,0.46,0
0.44,1.71,0.51,0.5,0
0.4,1.62,0.26,0.21,0
0.29,1.53,0.82,0.74,0
0.32,1.54,0.1,0.05,0
0.36,1.52,0.09,0.08,0
0.4,1.63,1.14,1.06,0
0.35,1.68,0.23,0.19,0
0.26,1.67,0.82,0.73,0
0.39,1.73,0.48,0.44,0
1.35,1.76,0.74,0.72,0
1.24,1.75,0.31,0.25,0
0.45,1.74,0.41,0.51,0
0.44,1.73,0.73,0.26,0
0.5,1.73,0.18,0.07,0
0.61,1.73,0.05,0.21,0
0.76,1.73,0.12,0.11,0
0.62,1.67,0.09,0.48,0
0.42,1.68,0.06,0.29,0
0.38,1.73,0.21,0.21,0
0.37,1.73,0.22,0.18,0
0.32,1.74,0.21,0.17,0
0.82,1.76,0.35,0.25,0
1.36,1.76,0.42,0.34,0
0.37,1.74,0.59,0.56,0
0.36,1.71,0.29,0.27,0
0.42,1.64,0.08,0.11,0
0.33,1.63,0.66,0.59,0
0.38,1.66,0.09,0.1,0
0.35,1.63,0.08,0.1,0
0.4,1.59,0.12,0.14,0
0.43,1.65,1.05,1.02,0
0.38,1.73,0.4,0.3,0
0.33,1.75,0.11,0.15,0
0.44,1.75,0.04,0.25,0
0.7,1.77,0.38,0.3,0
1.55,1.77,0.57,0.73,0
0.75,1.74,0.77,0.76,0
0.41,1.67,0.37,0.27,0
0.37,1.62,0.74,0.68,0
0.71,1.58,0.2,0.16,0
1.06,1.54,0.75,0.62,0
0.41,1.6,0.36,0.53,0
0.27,1.58,0.88,0.84,0
0.37,1.67,0.16,0.23,0
0.33,1.69,0.37,0.39,0
0.33,1.7,0.42,0.35,0
0.36,1.67,0.45,0.41,0
0.59,1.7,0.65,0.65,0
0.64,1.73,0.09,0.06,0
0.35,1.73,0.26,0.32,0
