distanza,y,y2,distanzaDx,distanzaSx,Sesso
0.71,1.36,1.39,0.42,0.43,1
1.12,1.46,1.41,0.27,0.21,1
0.67,0.97,1.36,0.61,0.26,1
0.64,0.95,1.48,0.13,0.17,1
0.38,0.98,0.73,0.04,0.76,1
0.57,1.18,0.76,0.22,0.06,1
0.68,1.34,0.77,0.16,0.01,1
0.64,1.3,0.78,0.06,0.02,1
0.44,0.75,0.78,0.6,0.04,1
0.38,0.8,0.77,0.08,0.08,1
0.33,0.86,0.81,0.09,0.06,1
0.44,1.08,1.08,0.27,0.32,1
0.52,1.23,1.27,0.16,0.19,1
1.43,1.29,1.26,0.48,0.46,1
0.92,0.99,0.93,0.41,0.4,1
0.28,1.05,1.0,0.37,0.32,1
0.27,1.39,1.43,0.34,0.43,1
0.29,0.87,0.8,0.52,0.63,1
0.22,0.78,0.75,0.19,0.14,1
0.24,0.79,0.75,0.05,0.01,1
0.25,0.77,0.72,0.04,0.05,1
0.36,1.2,1.25,0.56,0.63,1
0.46,1.4,1.37,0.29,0.19,1
0.39,1.07,1.02,0.35,0.35,1
0.35,0.98,0.88,0.11,0.15,1
0.48,1.24,1.26,0.3,0.42,1
1.15,1.66,1.66,0.57,0.5,1
1.04,1.35,1.31,0.32,0.37,1
0.45,1.34,1.36,0.29,0.31,1
0.3,1.05,0.98,0.31,0.4,1
0.43,0.75,0.72,0.46,0.44,1
0.7,0.88,0.86,0.32,0.32,1
0.61,1.63,1.64,0.76,0.8,1
0.31,1.12,1.06,0.58,0.66,1
0.24,0.76,0.73,0.51,0.47,1
0.23,0.76,0.73,0.03,0.01,1
0.33,1.43,1.46,0.71,0.75,1
0.31,1.5,1.54,0.08,0.1,1
0.41,0.82,0.77,0.68,0.77,1
0.67,0.75,0.74,0.42,0.24,1
0.67,0.77,0.78,0.15,0.12,1
0.64,0.79,0.78,0.08,0.0,1
0.65,0.79,0.77,0.03,0.02,1
0.58,0.75,0.75,0.11,0.06,1
0.53,0.75,0.75,0.04,0.06,1
0.34,0.74,0.73,0.09,0.11,1
0.33,0.74,0.73,0.04,0.02,1
