distanza,altezza,distanzaDx,distanzaSx,Sesso
0.64,1.68,0.52,0.13,0
0.5,1.72,0.23,0.12,0
0.37,1.72,0.2,0.09,0
0.52,1.73,0.13,0.07,0
0.37,1.71,0.1,0.11,0
1.7,1.72,0.79,0.85,0
1.02,1.72,0.56,0.52,0
0.29,1.7,0.41,0.36,0
0.28,1.72,0.28,0.25,0
0.37,1.69,0.63,0.57,0
0.27,1.72,0.19,0.13,0
0.21,1.72,0.14,0.16,0
0.28,1.69,0.21,0.22,0
0.49,1.7,0.27,0.37,0
0.4,1.71,0.55,0.49,0
0.28,1.73,0.3,0.3,0
0.54,1.74,0.2,0.16,0
0.72,1.75,0.22,0.24,0
0.8,1.76,0.09,0.1,0
1.38,1.78,0.58,0.63,0
0.63,1.74,0.77,0.82,0
0.32,1.67,0.27,0.29,0
0.48,1.71,0.46,0.44,0
0.89,1.7,0.17,0.25,0
0.69,1.7,0.95,0.98,0
0.38,1.66,0.45,0.53,0
0.21,1.71,0.71,0.69,0
0.22,1.71,0.22,0.2,0
0.24,1.71,0.23,0.24,0
0.32,1.69,0.39,0.39,0
0.41,1.66,0.74,0.78,0
0.25,1.7,0.13,0.17,0
0.26,1.71,0.05,0.11,0
0.33,1.71,0.09,0.28,0
0.43,1.72,0.15,0.1,0
0.45,1.73,0.15,0.02,0
0.45,1.73,0.07,0.05,0
0.57,1.74,0.12,0.12,0
0.3,1.74,0.22,0.29,0
0.14,1.74,0.17,0.02,0
0.12,1.74,0.06,0.01,0
0.1,1.74,0.04,0.02,0
